date,hospital_id,hospital_type,location,daily_admissions,daily_discharges,emergency_cases,outpatient_visits,flu_cases,covid_cases,respiratory_cases,beds_occupied,icu_beds_occupied,oxygen_units_used,ventilators_used,temperature,rainfall,air_quality_index,festival_or_event,next_day_beds_needed,next_day_icu_needed,next_day_oxygen_needed
2025-01-23,4,small,urban,43.0,17,17,96,16,2.0,11,77,23,46,9,31.0,28.867670060983382,165,1,92.0,23.0,51.0
2026-02-20,5,small,urban,57.0,44,24,145,23,12.0,9,57,22,25,5,31.0C,25.863608487715528,189,0,112.0,7.0,43.0
2025-09-16,2,small, rural,56.0,16,15,77,20,14.0,25,95,23,67,5,26.0,21.507136604841318,173,0,73.0,15.0,62.0
2025-11-01,3,medium,rural,59.0,35,22,169,8,5.0,27,73,8,22,2,23.0,40.79778947076033,51,1,65.0,15.0,67.0
2026-01-09,3,medium,urban,26.0,30,18,194,14,12.0,27,108,8,66,5,nan,31.40152322847685,102,1,78.0,9.0,35.0
2025-04-11,4,small,rural,28.0,24,12,162,17,12.0,15,114,12,71,5,29.0,35.76611552645678,94,0,119.0,5.0,68.0
2025-10-07,3,medium,rural,27.0,42,7,149,16,1.0,9,86,24,45,5,25.0C,41.15017872234674,88,0,56.0,10.0,23.0
2025-02-24,3,MEDIUM,rural,57.0,34,14,196,17,0.0,23,88,6,21,7,32.0,30.518802989084605,191,1,59.0,6.0,29.0
2026-04-24,5,small, rural,47.0,24,5,151,21,5.0,14,75,11,61,4,nan,7.495462662356983,195,1,67.0,19.0,72.0
2025-06-12,5,small,RURAL ,58.0,18,16,190,13,4.0,21,115,9,61,2,nan,5.282517272446535,188,0,111.0,8.0,26.0
2025-01-12,3,small,rural,,22,9,66,24,7.0,20,99,23,32,7,34.0,6.664212904108657,125,1,53.0,6.0,62.0
2025-06-18,1,small,urban,53.0,28,23,197,11,10.0,7,48,18,25,6,21.0,41.72291264280483,74,1,55.0,10.0,46.0
2025-03-22,5,medium,urban,30.0,28,24,58,9,10.0,21,52,23,20,1,23.0,21.95653304024253,65,1,52.0,15.0,70.0
2025-08-09,2,medium,urban,56.0,40,12,162,21,9.0,26,107,19,55,3,24.0,7.193398317166489,156,1,57.0,5.0,44.0
2025-02-09,2,small,urban,45.0,36,13,88,10,7.0,28,98,16,25,5,31.0C,26.40946308781781,195,0,115.0,6.0,35.0
2025-04-04,3,MEDIUM,RURAL ,,37,9,174,16,13.0,26,72,21,47,8,22.0C,3.302765391108004,141,1,96.0,20.0,79.0
2025-05-24,4,small,rural,36.0,15,19,50,7,10.0,12,76,18,32,6,32.0,16.33694452843168,157,0,107.0,6.0,62.0
2025-05-11,3,medium,rural,25.0,26,18,87,14,10.0,25,50,6,40,6,21.0,4.567662136177791,141,0,88.0,18.0,44.0
2025-06-15,2,small,urban,50.0,33,9,162,10,2.0,19,43,23,67,1,28.0C,30.91425105068599,127,1,77.0,18.0,39.0
2025-11-10,1,Small ,Urban,24.0,24,8,55,9,4.0,11,57,15,61,8,23.0,41.04245046315644,50,0,43.0,19.0,32.0
2025-09-01,3,small,urban,54.0,35,23,193,10,0.0,7,104,10,53,3,30.0C,41.61955208509539,86,1,99.0,17.0,35.0
2026-04-08,5,small,rural,57.0,27,10,72,11,13.0,27,66,12,22,3,36.0C,47.35764680031774,169,1,118.0,12.0,73.0
2025-06-04,3,medium,RURAL ,42.0,32,17,155,24,3.0,20,97,17,64,9,26.0C,17.624052347167556,172,1,95.0,8.0,63.0
2025-07-17,1,small,rural,35.0,35,24,95,13,,25,73,17,30,1,35.0,22.398582819109496,51,0,89.0,24.0,76.0
2025-09-10,4,Small ,Urban,57.0,42,21,150,16,6.0,19,102,23,25,9,36.0,39.927791906529954,56,0,103.0,12.0,40.0
2025-01-03,3,medium,rural,,17,10,83,17,3.0,6,55,24,76,4,27.0,2.5582753222737957,100,1,94.0,10.0,42.0
2026-04-29,5,medium,rural,51.0,29,7,173,5,13.0,17,62,13,56,4,26.0,48.01833873110651,193,1,55.0,21.0,60.0
2026-04-04,2,small,urban,37.0,26,20,176,13,,5,43,10,73,3,33.0C,18.436257773542295,69,1,41.0,17.0,23.0
2026-03-22,4,medium,Urban,39.0,17,11,184,14,7.0,15,114,14,70,4,25.0C,48.2804915690442,140,1,55.0,11.0,39.0
2025-12-25,1,medium,rural,36.0,36,5,73,9,1.0,12,47,11,74,4,31.0C,0.4309501295890139,170,0,63.0,22.0,25.0
2025-04-28,3,Small ,urban,36.0,34,12,136,8,11.0,24,82,12,67,1,25.0,43.8560233831144,165,0,56.0,13.0,54.0
2025-08-26,4,Small ,urban,,30,6,52,10,8.0,25,95,24,70,2,28.0,31.43670075299965,147,0,98.0,13.0,28.0
2025-11-17,2,medium,rural,50.0,21,20,86,13,12.0,26,83,7,29,4,23.0,24.837171400299223,106,0,54.0,21.0,79.0
2026-01-25,2,medium,urban,32.0,30,19,95,7,4.0,24,112,11,26,9,29.0C,40.04090499298752,71,0,113.0,5.0,49.0
2025-01-10,5,small,urban,,26,18,177,12,0.0,19,45,8,44,2,23.0,12.905382158670736,164,1,116.0,17.0,37.0
2025-07-24,4,medium,rural,20.0,33,6,158,21,3.0,20,105,17,21,1,nan,12.616137213187262,137,1,69.0,9.0,59.0
2025-03-16,5,small,rural,55.0,44,5,170,19,13.0,29,67,14,33,6,32.0,32.31549668286907,140,1,100.0,11.0,73.0
2025-02-20,4,small,rural,53.0,44,5,191,8,3.0,13,43,23,73,7,24.0,6.783073358018887,70,1,52.0,6.0,37.0
2025-11-25,2,medium, rural,58.0,40,8,78,24,3.0,22,74,18,75,1,38.0C,3.5348304092183094,74,1,71.0,23.0,79.0
2025-07-21,3,Small ,urban,58.0,21,21,68,15,0.0,28,87,13,64,3,37.0,14.740861917338345,191,1,94.0,10.0,30.0
2025-04-15,1,small,urban,,44,19,113,13,9.0,13,54,14,54,7,nanC,32.77549859230563,95,1,51.0,19.0,53.0
2025-01-29,4,small,urban,36.0,26,7,116,13,3.0,21,61,19,39,9,32.0,4.07236064455796,96,0,77.0,24.0,47.0
2026-04-12,2,medium,urban,52.0,32,16,53,11,11.0,6,102,8,26,8,22.0C,44.8766163261042,154,1,85.0,23.0,46.0
2026-01-19,4,small,urban,53.0,20,6,96,20,11.0,27,62,15,74,5,25.0,17.93712552714443,126,0,45.0,6.0,33.0
2025-06-16,4,Small ,urban,43.0,45,5,185,11,5.0,7,77,18,39,4,23.0,39.07310443773546,124,0,66.0,11.0,46.0
2025-10-14,4,medium,rural,47.0,22,17,197,6,12.0,21,84,12,71,4,35.0,45.47822136901506,117,0,45.0,24.0,24.0
2026-04-13,3,MEDIUM,urban,57.0,43,15,151,21,2.0,13,85,23,46,6,36.0,45.38806218250893,149,1,102.0,7.0,20.0
2025-08-31,1,small,rural,28.0,18,18,180,10,,25,41,23,52,3,25.0,28.4748629259288,75,0,104.0,10.0,53.0
2025-05-02,4,small, rural,43.0,34,6,64,16,1.0,23,62,14,65,2,38.0,5.093938206977827,86,1,95.0,6.0,27.0
2025-11-27,3,small,urban,51.0,47,24,108,7,11.0,5,87,10,42,6,37.0C,26.739973314059625,95,0,83.0,14.0,58.0
2026-03-26,2,medium,urban,41.0,27,7,74,24,5.0,14,55,19,41,9,23.0C,34.012534416518704,161,0,45.0,7.0,78.0
2025-04-23,5,medium,Urban,57.0,42,13,117,17,0.0,13,51,13,79,2,24.0,33.53825127215179,73,1,104.0,20.0,73.0
2026-03-07,2,medium,urban,27.0,16,8,91,18,14.0,21,64,6,47,2,26.0,44.623454697600586,92,1,117.0,6.0,22.0
2025-10-05,3,small, rural,34.0,35,14,106,10,6.0,27,47,10,64,2,nan,31.33766742711656,74,1,101.0,18.0,28.0
2026-05-02,1,MEDIUM, rural,52.0,33,10,115,19,7.0,12,113,16,36,7,32.0C,0.700725876302849,145,0,110.0,5.0,54.0
2025-08-27,5,small,rural,25.0,29,22,133,6,10.0,23,98,13,28,4,36.0C,13.305068426865429,79,0,108.0,11.0,20.0
2025-11-12,2,medium,urban,42.0,28,14,174,16,1.0,5,56,23,55,1,32.0C,3.503434786059473,89,0,53.0,5.0,75.0
2025-03-23,1,small,rural,55.0,39,12,113,14,1.0,17,52,15,70,8,27.0,1.997398664304717,65,1,82.0,12.0,62.0
2025-10-09,5,small,rural,45.0,40,15,83,6,14.0,25,56,21,36,2,39.0C,32.61405564092231,128,1,52.0,14.0,35.0
2026-02-09,4, medium, rural,47.0,40,24,141,9,0.0,6,74,16,38,7,26.0,18.79106095039705,85,1,61.0,11.0,61.0
2025-05-26,4,small,rural,45.0,43,17,136,19,6.0,29,88,16,37,3,nan,29.8173248748388,133,1,82.0,10.0,42.0
2025-06-24,4,medium,rural,58.0,23,12,111,8,10.0,8,64,18,50,5,35.0C,15.708103191848604,198,0,73.0,11.0,40.0
2026-03-03,1,small,rural,27.0,35,16,142,22,6.0,12,113,8,30,8,22.0,35.87806913242679,156,1,117.0,22.0,45.0
2026-04-30,1,medium,urban,52.0,23,13,193,21,11.0,21,55,21,60,8,32.0C,2.2294046367072,185,1,53.0,9.0,78.0
2026-01-07,4, medium,urban,54.0,34,6,77,18,6.0,20,113,7,79,4,37.0,10.538154971495311,167,0,57.0,19.0,38.0
2025-12-15,2,medium,rural,49.0,20,9,100,15,,8,98,5,74,2,29.0C,36.80177002130328,101,0,119.0,5.0,36.0
2025-11-18,2,medium,urban,37.0,35,20,173,6,9.0,22,54,21,79,5,28.0C,42.14727412280986,91,0,58.0,7.0,75.0
2026-03-21,5,medium,urban,36.0,30,6,79,15,6.0,27,93,14,27,7,38.0,43.96965284035977,101,1,114.0,14.0,70.0
2025-09-07,3,small,rural,22.0,18,20,114,7,3.0,21,78,19,53,4,33.0,49.280036697640014,181,1,116.0,17.0,44.0
2025-04-13,4,medium, rural,36.0,24,13,84,6,1.0,6,48,17,56,1,35.0C,15.783424058203298,170,0,71.0,13.0,45.0
2025-10-27,1,MEDIUM,urban,52.0,47,8,80,22,13.0,27,45,9,64,7,39.0,48.21766170179932,55,0,108.0,18.0,29.0
2025-08-28,5,Small ,urban,24.0,39,23,166,19,9.0,26,108,11,20,5,nan,1.9503210381409064,121,1,112.0,8.0,61.0
2025-11-15,2,small,rural,49.0,16,18,171,14,,16,52,18,31,8,24.0,29.03842918072108,175,1,46.0,18.0,56.0
2026-04-09,2,medium,urban,51.0,45,18,58,10,9.0,14,118,12,73,8,23.0,20.32313589760361,185,1,111.0,24.0,64.0
2025-11-22,1,MEDIUM,rural,32.0,38,16,183,21,5.0,18,74,24,26,8,24.0,8.698185295166933,136,0,58.0,17.0,21.0
2025-01-19,1,MEDIUM,urban,28.0,18,9,82,8,7.0,17,116,19,76,4,24.0,38.38823088571689,102,1,71.0,8.0,47.0
2025-04-18,4,small,rural,58.0,34,21,118,15,,19,96,20,59,2,23.0,43.48479424258169,108,0,47.0,17.0,35.0
2025-06-17,3,small,rural,54.0,30,7,92,5,14.0,10,66,11,46,5,26.0C,35.16386138662258,88,0,48.0,18.0,25.0
2026-04-25,5,small, rural,39.0,39,8,65,16,14.0,19,67,19,72,9,nan,26.87905690257572,55,1,86.0,11.0,52.0
2025-02-14,2,small,rural,30.0,49,17,183,15,2.0,20,108,14,49,1,35.0,41.40929346617265,104,1,101.0,11.0,64.0
2026-03-17,1, medium,rural,44.0,47,14,57,14,,28,103,13,75,5,24.0C,14.064228177651705,168,1,41.0,17.0,58.0
2026-01-13,2,medium,rural,25.0,19,14,113,24,2.0,23,84,20,23,3,31.0,43.35058034553002,105,1,62.0,18.0,34.0
2025-12-12,2,Small ,RURAL ,53.0,17,14,91,24,6.0,21,118,22,69,1,36.0C,43.67671321226073,176,0,107.0,10.0,39.0
2026-01-08,2,small,urban,31.0,17,10,54,8,2.0,25,57,19,38,6,24.0,11.836023792691648,88,1,108.0,8.0,66.0
2025-10-24,5,small,rural,59.0,32,21,185,11,13.0,26,70,16,32,8,26.0,39.75551412633623,154,0,74.0,15.0,23.0
2026-04-03,3,small,urban,40.0,18,9,177,21,0.0,21,116,19,75,1,23.0,15.445886142188304,163,1,43.0,10.0,73.0
2025-10-19,1,medium,rural,51.0,18,18,98,12,5.0,18,100,11,34,1,28.0C,13.25853705916778,132,1,54.0,8.0,37.0
2026-02-01,5,small,urban,21.0,35,11,157,6,12.0,14,56,23,73,9,nan,12.290929351128732,177,1,43.0,9.0,59.0
2025-02-28,4,medium, rural,40.0,38,6,162,20,10.0,19,75,20,69,4,34.0C,36.79602031869744,152,0,40.0,18.0,66.0
2025-10-04,5,small,rural,43.0,36,24,97,22,13.0,6,119,23,28,5,27.0C,18.76606728865069,157,1,47.0,10.0,64.0
2025-01-17,4,small,urban,57.0,34,14,64,24,10.0,21,111,24,78,8,38.0,38.79386272348465,180,0,64.0,24.0,79.0
2026-01-23,2,small,rural,36.0,46,11,54,8,6.0,25,54,8,57,5,26.0,28.292589370533594,129,0,79.0,22.0,55.0
2025-02-06,3,small,RURAL ,28.0,20,22,95,22,2.0,29,71,15,22,8,37.0C,5.215654367594108,123,0,49.0,9.0,45.0
2026-02-04,2,medium,urban,41.0,23,18,119,7,6.0,15,107,9,27,8,29.0,47.613200726668616,111,0,80.0,14.0,37.0
2025-08-21,4,medium,urban,39.0,29,7,100,24,14.0,17,103,9,42,1,20.0,17.703228117754705,102,1,44.0,16.0,38.0
2025-04-16,5,medium,rural,59.0,15,22,99,13,8.0,6,51,19,53,6,29.0,1.9898563667826277,171,0,117.0,9.0,54.0
2025-07-11,5,small,urban,51.0,33,11,190,6,4.0,5,74,5,21,1,36.0,11.643957307590751,55,1,115.0,7.0,44.0
2025-09-02,3,small,urban,39.0,27,17,143,22,10.0,26,99,17,35,8,38.0,49.581217148061405,56,0,90.0,15.0,63.0
2025-10-22,4,medium,rural,59.0,24,9,113,5,7.0,22,66,10,21,4,38.0,45.7907174095372,52,1,52.0,18.0,48.0
2025-03-31,3,small,rural,52.0,49,23,117,20,5.0,14,113,7,37,6,28.0,46.4277766447068,76,1,92.0,14.0,31.0
2025-02-12,4,small,urban,42.0,42,14,126,15,7.0,29,98,14,67,5,26.0,32.47780033784809,139,1,70.0,13.0,58.0
2025-11-11,2,small,rural,50.0,23,16,108,7,,8,43,19,32,3,27.0,14.07386512254597,82,1,56.0,23.0,55.0
2026-03-12,4,small, rural,48.0,32,19,79,20,4.0,26,50,20,70,4,26.0C,19.469488983343677,120,0,60.0,18.0,45.0
2026-04-06,1,medium,Urban,,46,9,84,12,9.0,14,98,23,54,6,nan,40.54675963363053,194,1,66.0,7.0,78.0
2025-02-18,2,small,urban,55.0,21,13,95,16,2.0,23,70,14,44,4,24.0,2.465449355491234,128,0,61.0,7.0,39.0
2025-07-08,1,medium,urban,32.0,32,15,108,7,10.0,9,66,18,36,3,36.0,45.58925561908857,130,1,119.0,19.0,47.0
2025-05-21,1,small,urban,,30,21,135,8,5.0,15,67,18,42,9,33.0C,2.4502322485636774,78,0,105.0,9.0,51.0
2025-06-26,3,medium, rural,23.0,39,20,156,11,10.0,26,106,18,45,8,30.0C,1.6711786217751878,99,1,63.0,19.0,59.0
2025-08-25,1,small,urban,45.0,37,8,77,22,,15,76,17,73,7,36.0,34.13355762313797,98,0,95.0,24.0,70.0
2025-10-18,3,medium,rural,59.0,41,7,188,14,9.0,29,111,15,39,9,36.0C,10.571562899945558,187,1,100.0,11.0,34.0
2026-01-29,1,small,urban,48.0,47,7,164,19,3.0,16,106,10,44,5,29.0,24.618352435062445,152,1,50.0,16.0,35.0
2025-08-29,3,medium,rural,24.0,25,23,51,18,2.0,15,112,8,61,1,39.0,22.77833909950544,152,0,98.0,23.0,38.0
2025-04-19,3,MEDIUM,urban,54.0,22,8,97,5,9.0,20,47,17,35,4,20.0,44.54160741448168,78,1,111.0,24.0,57.0
2025-12-18,2,small,urban,41.0,16,7,70,9,11.0,12,101,6,21,8,37.0,8.125553264872815,82,0,43.0,8.0,44.0
2025-05-16,3,medium,urban,31.0,43,23,77,17,2.0,26,67,9,42,1,37.0,9.212432578633711,136,1,56.0,24.0,70.0
2025-10-10,1,small,urban,37.0,23,21,56,21,2.0,16,52,14,35,7,39.0,20.259857128766484,129,1,56.0,5.0,34.0
2025-08-06,4,small,urban,43.0,23,7,131,15,5.0,12,44,18,64,6,23.0,9.41512624585532,93,0,109.0,7.0,54.0
2025-12-24,5,small,urban,46.0,22,13,141,8,5.0,12,42,5,61,2,37.0,7.193807769489008,164,0,47.0,11.0,74.0
2026-01-06,2,small,urban,,22,21,57,9,1.0,28,69,20,78,2,22.0C,29.42156202267261,60,1,113.0,7.0,79.0
2025-03-02,2,medium,urban,50.0,48,12,137,23,10.0,15,54,11,31,9,26.0,31.95539234973532,82,0,116.0,15.0,66.0
2026-03-28,4,medium,rural,43.0,22,15,50,9,1.0,18,96,23,26,6,27.0C,7.330415018000158,185,0,86.0,14.0,28.0
2025-06-02,1,medium,rural,28.0,24,15,185,10,8.0,15,71,8,42,6,29.0,33.76154187810187,164,0,99.0,5.0,46.0
2025-08-02,2,Small ,urban,20.0,22,19,131,12,8.0,17,118,15,37,2,32.0,22.644168020775584,96,0,85.0,20.0,68.0
2025-09-19,3,small,Urban,,40,21,195,22,8.0,29,91,13,50,8,39.0,38.10648102251623,116,0,115.0,24.0,61.0
2025-03-28,1, medium, rural,43.0,39,19,102,13,0.0,26,54,17,75,9,24.0,2.7550767579415547,81,1,112.0,7.0,73.0
2025-03-13,5,small,urban,47.0,49,17,122,15,7.0,10,98,15,72,6,24.0,48.78009595783262,137,0,52.0,5.0,45.0
2025-09-14,1,MEDIUM,urban,23.0,44,21,72,5,14.0,20,112,14,51,9,25.0,19.14166973842176,197,1,97.0,20.0,60.0
2025-06-11,1,small,urban,37.0,39,23,105,19,13.0,22,102,20,70,9,36.0,9.205066168047848,186,0,115.0,9.0,61.0
2025-07-13,2,medium,rural,54.0,15,13,196,19,7.0,5,92,21,77,6,23.0C,34.171470757863524,189,0,83.0,23.0,69.0
2026-04-19,5,small,urban,31.0,33,6,83,10,,23,102,7,63,2,39.0,40.25596043773324,122,0,75.0,20.0,42.0
2025-12-16,5,medium,urban,56.0,16,22,134,13,7.0,26,119,5,36,5,34.0C,16.000805654369586,167,0,55.0,16.0,64.0
2025-09-17,2,small,rural,53.0,27,17,70,15,14.0,14,73,15,62,6,nan,21.888252749406423,188,1,70.0,17.0,58.0
2025-01-28,2,Small , rural,51.0,37,21,177,15,8.0,21,119,19,51,7,nan,31.94815109866423,161,1,61.0,19.0,39.0
2025-11-07,1,small,rural,46.0,21,18,156,6,11.0,26,109,13,30,1,26.0C,20.80804732030789,176,0,98.0,17.0,54.0
2025-05-12,5, medium,rural,27.0,34,22,69,16,2.0,8,88,18,44,8,23.0,37.83232746761994,148,0,60.0,6.0,60.0
2025-06-28,5,medium,Urban,41.0,23,5,175,19,1.0,11,112,16,67,4,36.0C,8.325177352475755,118,0,65.0,21.0,64.0
2025-06-06,4,small,urban,37.0,40,6,158,19,,6,67,24,37,6,35.0,6.492850670894051,188,0,40.0,22.0,43.0
2025-12-28,4,Small ,rural,36.0,43,14,160,7,5.0,24,82,7,77,7,26.0,22.76974526239704,69,1,70.0,12.0,54.0
2026-03-16,1,small,urban,,39,22,163,14,3.0,28,103,21,73,2,38.0,11.949884010577566,86,1,103.0,13.0,75.0
2025-11-03,1,small,urban,52.0,36,5,116,14,8.0,29,86,21,65,3,36.0,4.419848357337919,150,1,44.0,11.0,28.0
2026-04-11,2,medium,urban,44.0,34,13,177,19,14.0,28,46,19,59,5,36.0,24.193863228212955,142,1,102.0,8.0,26.0
2025-08-20,1,Small ,rural,,29,18,191,24,11.0,20,100,7,38,9,27.0,41.07356263880954,167,0,103.0,9.0,42.0
2025-04-03,3,medium,urban,38.0,26,9,154,7,6.0,7,69,6,47,2,39.0C,26.26591322253607,186,1,72.0,21.0,47.0
2026-01-31,5,small,rural,51.0,16,21,97,8,8.0,21,82,12,66,5,31.0C,23.196813172744545,56,0,56.0,23.0,73.0
2025-01-26,3,medium,urban,49.0,32,17,50,22,10.0,25,67,10,28,6,37.0C,26.43536599420263,88,1,42.0,24.0,59.0
2026-03-10,3,Small ,urban,26.0,28,13,70,8,12.0,8,49,10,57,4,23.0,12.414373981542298,148,1,114.0,14.0,33.0
2025-01-15,4,medium,Urban,24.0,21,10,188,22,0.0,11,43,15,47,9,23.0C,35.38102928702676,71,1,78.0,8.0,37.0
2026-05-01,3,small,rural,21.0,37,24,151,7,7.0,13,53,9,78,7,28.0,7.153097636170119,138,0,113.0,16.0,36.0
2025-06-23,4,medium,rural,,20,19,134,15,8.0,17,53,17,76,5,27.0,32.02236369966264,135,0,64.0,18.0,50.0
2025-03-17,2,small,rural,45.0,37,17,68,13,1.0,12,100,11,73,1,36.0,32.36710671865456,193,1,55.0,6.0,64.0
2025-11-28,2,small, rural,32.0,17,22,175,21,10.0,27,83,14,58,8,36.0C,49.811224652231935,71,0,63.0,19.0,59.0
2026-04-22,4,Small ,rural,35.0,33,9,132,7,6.0,21,108,18,78,4,30.0C,47.613003918116185,138,1,119.0,17.0,30.0
2025-10-28,5,medium,rural,25.0,19,10,181,16,9.0,15,108,18,29,3,28.0,8.186447893958547,156,1,97.0,20.0,50.0
2025-01-08,3,small,rural,39.0,45,7,124,14,5.0,6,101,22,24,2,30.0C,25.206642095921914,97,1,52.0,9.0,62.0
2025-03-06,2,small,urban,53.0,20,17,132,14,0.0,12,97,8,66,5,35.0,13.956523538713483,68,0,111.0,11.0,76.0
2025-08-04,3,small,urban,28.0,24,24,117,8,,22,64,7,71,1,26.0,33.84100218150235,114,0,60.0,24.0,43.0
2026-01-05,5,small,urban,31.0,26,21,134,12,4.0,19,119,22,41,6,38.0,40.65710022408627,187,0,69.0,20.0,78.0
2025-11-20,1,medium,urban,21.0,17,17,84,5,10.0,21,102,20,28,7,38.0,35.42917728839126,186,1,74.0,18.0,71.0
2026-02-21,2,MEDIUM,rural,34.0,38,7,121,19,2.0,29,112,7,43,6,34.0,4.210650558854917,150,1,62.0,11.0,37.0
2025-06-21,1,medium,rural,59.0,42,19,139,20,,25,115,20,72,3,34.0,42.54263786610477,64,0,70.0,21.0,64.0
2025-12-23,4,medium, rural,23.0,44,16,178,13,13.0,24,70,8,47,1,36.0,38.11806068535864,55,1,42.0,5.0,61.0
2025-10-03,3,small,Urban,53.0,27,9,124,10,1.0,18,77,15,59,1,nanC,1.406075313896188,127,1,119.0,23.0,28.0
2025-10-31,5,medium,urban,35.0,47,11,118,14,12.0,9,62,24,27,1,21.0,13.585879944908983,160,0,73.0,8.0,22.0
2025-11-21,1,Small ,urban,33.0,25,10,136,11,11.0,18,74,18,71,4,33.0C,36.59363686432504,169,0,74.0,24.0,26.0
2025-05-29,2,small,rural,26.0,36,12,110,16,14.0,6,97,17,52,1,31.0,36.76142590507981,99,1,52.0,8.0,40.0
2026-01-12,4,medium,rural,52.0,42,5,196,22,2.0,7,82,11,60,7,39.0,12.91502145637961,178,1,84.0,20.0,23.0
2025-02-19,4,small,rural,57.0,26,13,87,8,1.0,26,61,7,39,5,nan,12.873960824623463,82,0,43.0,23.0,73.0
2025-03-05,2,medium,RURAL ,,48,21,199,5,5.0,29,63,15,69,9,34.0C,13.177573974838891,66,0,97.0,8.0,66.0
2025-09-24,4,small,rural,,45,19,79,20,7.0,14,79,23,71,8,34.0C,36.871572071356105,196,1,40.0,16.0,37.0
2026-03-11,4,small,urban,22.0,34,19,84,11,,9,114,14,33,5,29.0,49.40069810327108,96,1,50.0,20.0,70.0
2025-09-25,1,medium,rural,53.0,24,19,157,8,10.0,15,40,16,37,5,25.0,12.641870034514463,107,0,104.0,19.0,79.0
2025-06-07,5,small,urban,50.0,22,19,148,21,3.0,22,40,22,43,3,22.0,33.80978731782696,67,0,81.0,10.0,70.0
2026-03-06,4,small,rural,48.0,41,13,187,23,8.0,11,80,21,53,9,nanC,30.724973012759627,190,0,64.0,6.0,47.0
2025-03-03,4,small,RURAL ,25.0,16,21,63,9,11.0,25,116,15,66,5,27.0C,17.048098682149426,67,0,56.0,5.0,32.0
2025-01-16,2,small,urban,56.0,25,19,143,18,4.0,28,78,8,37,2,29.0C,5.310691379422811,152,1,111.0,24.0,78.0
2025-07-02,1,medium, rural,,18,5,98,12,2.0,8,49,16,42,7,34.0,24.718540552287905,170,0,106.0,6.0,39.0
2025-09-12,1,medium,urban,44.0,22,22,98,15,4.0,7,100,24,77,6,31.0,39.03496520858143,157,1,93.0,12.0,25.0
2025-05-07,5,Small , rural,36.0,20,12,142,15,,21,103,6,41,3,35.0,42.18643963551288,197,0,93.0,5.0,40.0
2026-02-08,5,medium,rural,36.0,37,19,131,17,9.0,16,109,9,71,6,23.0,6.469030848335045,168,1,74.0,16.0,38.0
2025-03-27,1,small,urban,53.0,31,24,191,11,3.0,17,79,15,42,1,31.0,22.96718277969782,66,0,54.0,17.0,75.0
2026-02-24,4,small,rural,44.0,20,24,87,10,8.0,12,86,22,25,2,37.0,14.270203423171123,63,1,108.0,16.0,48.0
2025-05-05,1, medium,rural,50.0,15,19,75,5,8.0,13,89,24,74,3,23.0C,38.00174509015869,113,1,76.0,11.0,74.0
2025-12-27,4,small,urban,41.0,27,8,190,23,0.0,24,54,13,22,3,21.0C,29.330086870228023,114,1,82.0,7.0,77.0
2025-01-02,5,medium,urban,55.0,25,8,70,13,6.0,22,57,24,55,8,33.0,25.937392355735472,50,0,55.0,24.0,76.0
2025-09-21,1,small,rural,48.0,44,8,168,16,4.0,23,40,23,29,8,25.0C,47.037542961723055,159,1,94.0,20.0,49.0
2025-03-09,2,medium,urban,29.0,32,16,68,17,,20,85,22,30,9,nanC,34.834449393659845,150,0,111.0,16.0,38.0
2025-07-15,3,small,urban,,21,17,126,8,3.0,26,65,18,60,9,39.0,37.74137291811656,61,0,86.0,12.0,25.0
2025-02-10,4,small,urban,48.0,46,24,186,9,6.0,28,115,6,35,6,21.0C,23.36304980037513,56,1,88.0,17.0,43.0
2025-08-10,1,medium,urban,56.0,22,11,125,19,,10,57,5,44,7,29.0,5.233022017324057,173,1,60.0,21.0,64.0
2026-03-08,1,medium,RURAL ,34.0,49,9,113,20,,8,117,6,22,8,32.0,3.931335549487902,138,1,87.0,16.0,30.0
2026-04-10,2,small,urban,30.0,28,23,83,5,9.0,25,111,24,64,8,27.0C,38.59180176150549,87,0,46.0,19.0,59.0
2025-11-05,5,small,rural,44.0,49,10,94,14,0.0,26,59,18,49,1,26.0,49.069166712064,160,0,45.0,15.0,72.0
2025-07-22,1,medium,rural,39.0,29,18,125,19,0.0,18,94,10,30,2,24.0,17.72741044143037,119,0,40.0,6.0,33.0
2026-03-15,4,small,Urban,,16,12,68,20,13.0,10,46,23,40,6,25.0,10.604061873868886,158,1,103.0,21.0,73.0
2025-03-30,4,small,rural,24.0,16,11,90,19,,24,91,16,38,4,20.0,23.451246985894176,183,0,113.0,7.0,37.0
2025-11-04,4,small,rural,32.0,29,8,124,15,,13,44,11,28,2,24.0,17.111276238945226,146,0,59.0,18.0,49.0
2026-04-17,5,medium,rural,43.0,16,17,52,17,9.0,20,82,20,57,8,39.0,39.56553571563335,194,1,56.0,17.0,26.0
2025-06-10,3,small,urban,54.0,22,19,133,14,1.0,27,79,17,59,3,26.0,31.417355877472215,167,0,102.0,20.0,70.0
2025-11-16,3,small,rural,58.0,49,14,174,8,1.0,26,46,18,56,4,31.0,46.43817106027462,57,1,83.0,7.0,29.0
2025-09-22,4,MEDIUM,urban,28.0,25,24,122,10,10.0,15,94,20,49,1,24.0C,8.739064243746691,83,0,61.0,11.0,76.0
2025-10-13,5, medium,rural,32.0,38,21,96,20,14.0,26,117,12,76,2,21.0,0.8456399960803662,123,0,84.0,12.0,71.0
